sample_id,similarity_threshold,fight_threshold,hawk_dove_C,police_density,n_steps,mean_fighting,std_fighting,peak_fighting,min_fighting,fighting_range,cv_fighting,max_step_jump,mean_abs_step_jump,early_mean_fighting,late_mean_fighting,absolute_drift,relative_drift,fraction_zero_fighting,mean_fighting_fraction,mean_happy_fraction,mean_entropy,mean_arrests,instability_score,unstable_flag
10,0.246988988481462,0.40771510675549516,15.706631660927085,0.04829953586682677,100,36.98,7.355243027935923,62.0,24.0,38.0,0.19889786446554686,30.0,8.707070707070708,35.04,38.92,3.8800000000000026,0.10492157923201738,0.0,0.03852083333333333,0.9939479166666668,0.5274319091796875,0.11,0.5722477962873502,False
11,0.37003983287140724,-0.05561854764819141,3.496816435176879,0.04829953586682677,100,261.17,21.483973096240835,304.0,214.0,90.0,0.08226049353387002,55.0,16.07070707070707,258.86,263.48,4.6200000000000045,0.017689627445725022,0.0,0.2720520833333333,0.8711875000000002,0.3477176708221436,41.44,0.15190383638491944,False
12,0.32742318562231953,-0.15496472194790836,9.156119275838135,0.1255664063617587,100,265.94,16.57095048571445,315.0,235.0,80.0,0.06231086141879541,50.0,17.050505050505052,259.32,272.56,13.240000000000009,0.049785665939685676,0.0,0.2770208333333333,0.7778854166666666,0.5193664848327637,82.98,0.23245844929442616,False
13,0.2523421151097864,-0.15496472194790836,9.156119275838135,0.1255664063617587,100,265.94,16.57095048571445,315.0,235.0,80.0,0.06231086141879541,50.0,17.050505050505052,259.32,272.56,13.240000000000009,0.049785665939685676,0.0,0.2770208333333333,0.7778854166666666,0.5193664848327637,82.98,0.23245844929442616,False
14,0.32742318562231953,-0.20653621181845663,9.156119275838135,0.1255664063617587,100,349.9,17.662672504465455,413.0,312.0,101.0,0.05047920121310505,47.0,18.07070707070707,349.64,350.16,0.5200000000000387,0.0014861388968277756,0.0,0.3644791666666667,0.7346250000000002,0.5607648506164551,113.48,0.14288711707931176,False
15,0.32742318562231953,-0.15496472194790836,14.963980081584303,0.1255664063617587,100,198.92,13.053489954797529,236.0,171.0,65.0,0.06562180753467489,49.0,14.707070707070708,202.3,195.54,6.760000000000019,0.03398351095917967,0.0,0.20720833333333336,0.7922916666666667,0.5350976146697998,63.19,0.050327676860184065,False
16,0.32742318562231953,-0.15496472194790836,9.156119275838135,0.0243564042635262,100,271.53,18.704253526938732,319.0,224.0,95.0,0.06888466661856418,48.0,14.636363636363637,271.94,271.12,0.8199999999999932,0.003019924133613204,0.0,0.28284375,0.8828645833333333,0.3753365776948254,21.83,0.00020981955518254903,False
17,0.2523421151097864,-0.20653621181845663,14.963980081584303,0.0243564042635262,100,287.42,18.828265984949333,330.0,242.0,88.0,0.06550784908826572,42.0,12.8989898989899,289.8,285.04,4.759999999999991,0.016561130053580096,0.0,0.29939583333333336,0.8664895833333333,0.4123905093376083,22.01,0.0,False
18,0.7516789852641523,0.06356809809803965,10.235189051553606,0.012225106209516525,100,612.92,14.6810626318397,643.0,572.0,71.0,0.023952657168700157,41.0,14.929292929292929,615.56,610.28,5.279999999999973,0.008614501076812591,0.0,0.6384583333333333,0.0009583333333333333,0.63711417427063,17.41,0.012379353755770024,False
19,0.5980531242676079,0.06356809809803965,10.235189051553606,0.012225106209516525,100,566.94,16.369984728154147,615.0,526.0,89.0,0.02887428074955753,67.0,16.95959595959596,565.36,568.52,3.159999999999968,0.005573782058066052,0.0,0.5905625,0.15865625,0.6075753215789795,16.9,0.3467268149391523,False
20,0.7516789852641523,0.14408758804202082,10.235189051553606,0.012225106209516525,100,547.79,14.667852603568118,584.0,509.0,75.0,0.026776415421179867,57.0,15.929292929292929,547.48,548.1,0.6200000000000045,0.0011318205881816108,0.0,0.5706145833333334,0.0010520833333333333,0.6393598159790038,15.5,0.17234467831349248,False
21,0.7516789852641523,0.06356809809803965,8.045791522413491,0.012225106209516525,100,705.25,12.23304949716137,733.0,661.0,72.0,0.01734569230366731,42.0,13.636363636363637,708.16,702.34,5.819999999999936,0.00825239276852171,0.0,0.7346354166666668,0.0012083333333333334,0.6350936134338379,17.7,0.0,False
22,0.7516789852641523,0.06356809809803965,10.235189051553606,0.08892004441469907,100,189.71,17.332221438696195,233.0,147.0,86.0,0.0913616648500142,54.0,19.525252525252526,187.58,191.84,4.259999999999991,0.022455326551051556,0.0,0.19761458333333337,0.001302083333333333,0.6388913711547851,53.37,0.28226251739293684,False
23,0.5980531242676079,0.14408758804202082,8.045791522413491,0.08892004441469907,100,155.19,17.98815999484105,196.0,120.0,76.0,0.11591056121426027,67.0,20.757575757575758,154.0,156.38,2.3799999999999955,0.015336039693279176,0.0,0.16165624999999997,0.1275833333333333,0.6168517612457275,33.85,0.5253714778321259,False
24,0.8013148478232325,-0.25610725656151767,17.308747354894876,0.02992366442456841,100,320.57,18.197392670380005,372.0,282.0,90.0,0.056765738123904314,67.0,17.0,322.84,318.3,4.539999999999964,0.014162273450416332,0.0,0.33392708333333326,0.0007812499999999998,0.6400280521392823,35.65,0.34840537138061267,False
25,0.532506992155686,-0.25610725656151767,17.308747354894876,0.02992366442456841,100,347.78,16.58889990324856,400.0,314.0,86.0,0.04769940739331923,65.0,17.232323232323232,349.74,345.82,3.920000000000016,0.011271493472885204,0.0,0.3622708333333333,0.1274375,0.6238926815032958,35.48,0.33174128144532544,False
